report_date,country,region,tier,rank,game,provider,source_report
2026-05-29,Mexico,LATAM,Tier 3,13,Fu Frog Garden,Zitro,Tier3_Top15_29_05(P1)_Blask_iGamingNews.pdf
2026-05-29,Mexico,LATAM,Tier 3,14,Fire Blaze: Blue Wizard PowerPlay Jackpot,Playtech,Tier3_Top15_29_05(P1)_Blask_iGamingNews.pdf
2026-05-29,Mexico,LATAM,Tier 3,15,Age of the Gods,Playtech,Tier3_Top15_29_05(P1)_Blask_iGamingNews.pdf
2026-05-29,Chile,LATAM,Tier 3,1,Sweet Bonanza 1000,Pragmatic Play,Tier3_Top15_29_05(P1)_Blask_iGamingNews.pdf
2026-05-29,Chile,LATAM,Tier 3,2,Gates of Olympus Super Scatter,Pragmatic Play,Tier3_Top15_29_05(P1)_Blask_iGamingNews.pdf
2026-05-29,Chile,LATAM,Tier 3,3,Gates of Olympus 1000,Pragmatic Play,Tier3_Top15_29_05(P1)_Blask_iGamingNews.pdf
2026-05-29,Chile,LATAM,Tier 3,4,The Dog House,Pragmatic Play,Tier3_Top15_29_05(P1)_Blask_iGamingNews.pdf
2026-05-29,Chile,LATAM,Tier 3,5,Sweet Bonanza,Pragmatic Play,Tier3_Top15_29_05(P1)_Blask_iGamingNews.pdf
2026-05-29,Chile,LATAM,Tier 3,6,Gates of Olympus,Pragmatic Play,Tier3_Top15_29_05(P1)_Blask_iGamingNews.pdf
2026-05-29,Chile,LATAM,Tier 3,7,Le Cowboy,Hacksaw Gaming,Tier3_Top15_29_05(P1)_Blask_iGamingNews.pdf
2026-05-29,Chile,LATAM,Tier 3,8,Sugar Rush 1000,Pragmatic Play,Tier3_Top15_29_05(P1)_Blask_iGamingNews.pdf
2026-05-29,Chile,LATAM,Tier 3,9,3 Supercharged Diamonds: Hold and Win,Playson,Tier3_Top15_29_05(P1)_Blask_iGamingNews.pdf
2026-05-29,Chile,LATAM,Tier 3,10,Gates of Olympus Roulette,Pragmatic Play,Tier3_Top15_29_05(P1)_Blask_iGamingNews.pdf
2026-05-29,Chile,LATAM,Tier 3,11,Aviator,Spribe,Tier3_Top15_29_05(P1)_Blask_iGamingNews.pdf
2026-05-29,Chile,LATAM,Tier 3,12,Diamondz Megaways,SYNOT Games,Tier3_Top15_29_05(P1)_Blask_iGamingNews.pdf
2026-05-29,Chile,LATAM,Tier 3,13,Buzz Patrol,Bullshark Games,Tier3_Top15_29_05(P1)_Blask_iGamingNews.pdf
2026-05-29,Chile,LATAM,Tier 3,14,Sweet Bonanza 2500,Pragmatic Play,Tier3_Top15_29_05(P1)_Blask_iGamingNews.pdf
2026-05-29,Chile,LATAM,Tier 3,15,Reels Avenue Link&Win,Foxium,Tier3_Top15_29_05(P1)_Blask_iGamingNews.pdf
2026-05-29,Nigeria,WEST AFRICA,Tier 3,1,Aviator,Spribe,Tier3_Top15_29_05(P1)_Blask_iGamingNews.pdf
2026-05-29,Nigeria,WEST AFRICA,Tier 3,2,High Flyer,Pragmatic Play,Tier3_Top15_29_05(P1)_Blask_iGamingNews.pdf
2026-05-29,Nigeria,WEST AFRICA,Tier 3,3,Gates of Olympus,Pragmatic Play,Tier3_Top15_29_05(P1)_Blask_iGamingNews.pdf
2026-05-29,Nigeria,WEST AFRICA,Tier 3,4,Roulette,Various provider,Tier3_Top15_29_05(P1)_Blask_iGamingNews.pdf
2026-05-29,Nigeria,WEST AFRICA,Tier 3,5,Aero,Turbo Games,Tier3_Top15_29_05(P1)_Blask_iGamingNews.pdf
2026-05-29,Nigeria,WEST AFRICA,Tier 3,6,Spaceman,Pragmatic Play,Tier3_Top15_29_05(P1)_Blask_iGamingNews.pdf
2026-05-29,Nigeria,WEST AFRICA,Tier 3,7,Crash X,Turbo Games,Tier3_Top15_29_05(P1)_Blask_iGamingNews.pdf
2026-05-29,Nigeria,WEST AFRICA,Tier 3,8,YOriginal Mines,YOriginal,Tier3_Top15_29_05(P1)_Blask_iGamingNews.pdf
2026-05-29,Nigeria,WEST AFRICA,Tier 3,9,Big Bass Crash,Pragmatic Play,Tier3_Top15_29_05(P1)_Blask_iGamingNews.pdf
2026-05-29,Nigeria,WEST AFRICA,Tier 3,10,Comet Crash,SplitThePot,Tier3_Top15_29_05(P1)_Blask_iGamingNews.pdf
2026-05-29,Nigeria,WEST AFRICA,Tier 3,11,Sweet Bonanza,Pragmatic Play,Tier3_Top15_29_05(P1)_Blask_iGamingNews.pdf
2026-05-29,Nigeria,WEST AFRICA,Tier 3,12,Skyward,BetGames,Tier3_Top15_29_05(P1)_Blask_iGamingNews.pdf
2026-05-29,Nigeria,WEST AFRICA,Tier 3,13,Spin da Bottle (Sportybet),Unknown,Tier3_Top15_29_05(P1)_Blask_iGamingNews.pdf
2026-05-29,Nigeria,WEST AFRICA,Tier 3,14,JetX,SmartSoft Gaming,Tier3_Top15_29_05(P1)_Blask_iGamingNews.pdf
2026-05-29,Nigeria,WEST AFRICA,Tier 3,15,Hamsta,Turbo Games,Tier3_Top15_29_05(P1)_Blask_iGamingNews.pdf
2026-05-29,Ghana,WEST AFRICA,Tier 3,1,Aviator,Spribe,Tier3_Top15_29_05(P2)_Blask_iGamingNews.pdf
2026-05-29,Ghana,WEST AFRICA,Tier 3,2,High Flyer,Pragmatic Play,Tier3_Top15_29_05(P2)_Blask_iGamingNews.pdf
2026-05-29,Ghana,WEST AFRICA,Tier 3,3,Spin da Bottle (Sportybet),Unknown,Tier3_Top15_29_05(P2)_Blask_iGamingNews.pdf
2026-05-29,Ghana,WEST AFRICA,Tier 3,4,Taxi Ride,SplitThePot,Tier3_Top15_29_05(P2)_Blask_iGamingNews.pdf
2026-05-29,Ghana,WEST AFRICA,Tier 3,5,Spaceman,Pragmatic Play,Tier3_Top15_29_05(P2)_Blask_iGamingNews.pdf
2026-05-29,Ghana,WEST AFRICA,Tier 3,6,Sweet Bonanza,Pragmatic Play,Tier3_Top15_29_05(P2)_Blask_iGamingNews.pdf
2026-05-29,Ghana,WEST AFRICA,Tier 3,7,Aero,Turbo Games,Tier3_Top15_29_05(P2)_Blask_iGamingNews.pdf
2026-05-29,Ghana,WEST AFRICA,Tier 3,8,Gates of Olympus Super Scatter,Pragmatic Play,Tier3_Top15_29_05(P2)_Blask_iGamingNews.pdf
2026-05-29,Ghana,WEST AFRICA,Tier 3,9,Comet Crash,SplitThePot,Tier3_Top15_29_05(P2)_Blask_iGamingNews.pdf
2026-05-29,Ghana,WEST AFRICA,Tier 3,10,Even Odd (Sportybet),Unknown,Tier3_Top15_29_05(P2)_Blask_iGamingNews.pdf
2026-05-29,Ghana,WEST AFRICA,Tier 3,11,Sporty Hero,Unknown,Tier3_Top15_29_05(P2)_Blask_iGamingNews.pdf
2026-05-29,Ghana,WEST AFRICA,Tier 3,12,Sporty Jet (Sportybet),Unknown,Tier3_Top15_29_05(P2)_Blask_iGamingNews.pdf
2026-05-29,Ghana,WEST AFRICA,Tier 3,13,YOriginal Mines,YOriginal,Tier3_Top15_29_05(P2)_Blask_iGamingNews.pdf
2026-05-29,Ghana,WEST AFRICA,Tier 3,14,Skyward,BetGames,Tier3_Top15_29_05(P2)_Blask_iGamingNews.pdf
2026-05-29,Ghana,WEST AFRICA,Tier 3,15,Sporty Speed,Unknown,Tier3_Top15_29_05(P2)_Blask_iGamingNews.pdf
