report_date,country,region,tier,rank,brand,aps,ceb_usd,market_share_pct,source_report
2026-03-06,Argentina,LATAM,Tier 2,1,Betsson,928630,108830000,16.25,Tier2_Top15_06_03_Blask_iGamingNews.pdf
2026-03-06,Argentina,LATAM,Tier 2,2,Bet365,869550,106890000,15.22,Tier2_Top15_06_03_Blask_iGamingNews.pdf
2026-03-06,Argentina,LATAM,Tier 2,3,Betano,826220,78170000,14.97,Tier2_Top15_06_03_Blask_iGamingNews.pdf
2026-03-06,Argentina,LATAM,Tier 2,4,BetWarrior,544800,71460000,9.16,Tier2_Top15_06_03_Blask_iGamingNews.pdf
2026-03-06,Argentina,LATAM,Tier 2,5,Bplay,373920,46630000,6.25,Tier2_Top15_06_03_Blask_iGamingNews.pdf
2026-03-06,Argentina,LATAM,Tier 2,6,Stake,266490,137730000,4.39,Tier2_Top15_06_03_Blask_iGamingNews.pdf
2026-03-06,Argentina,LATAM,Tier 2,7,Casino Magic Online,220260,28730000,3.52,Tier2_Top15_06_03_Blask_iGamingNews.pdf
2026-03-06,Argentina,LATAM,Tier 2,8,City Center Online,185930,24740000,2.87,Tier2_Top15_06_03_Blask_iGamingNews.pdf
2026-03-06,Argentina,LATAM,Tier 2,9,1xBet,180050,104540000,2.8,Tier2_Top15_06_03_Blask_iGamingNews.pdf
2026-03-06,Argentina,LATAM,Tier 2,10,1Bet,160840,80270000,2.54,Tier2_Top15_06_03_Blask_iGamingNews.pdf
2026-03-06,Argentina,LATAM,Tier 2,11,Casino Club Online,152990,18990000,2.35,Tier2_Top15_06_03_Blask_iGamingNews.pdf
2026-03-06,Argentina,LATAM,Tier 2,12,JugaBet,140930,58030000,2.27,Tier2_Top15_06_03_Blask_iGamingNews.pdf
2026-03-06,Argentina,LATAM,Tier 2,13,1win,146070,82710000,2.19,Tier2_Top15_06_03_Blask_iGamingNews.pdf
2026-03-06,Argentina,LATAM,Tier 2,14,Pálpitos,145550,89300000,2.18,Tier2_Top15_06_03_Blask_iGamingNews.pdf
2026-03-06,Argentina,LATAM,Tier 2,15,GuazuBet,99730,13730000,1.37,Tier2_Top15_06_03_Blask_iGamingNews.pdf
2026-05-08,Argentina,LATAM,Tier 2,1,Betano,1040000,98590000,17.8,Tier2_Top15_08_05_Blask_iGamingNews.pdf
2026-05-08,Argentina,LATAM,Tier 2,2,Betsson,979080,115310000,16.14,Tier2_Top15_08_05_Blask_iGamingNews.pdf
2026-05-08,Argentina,LATAM,Tier 2,3,Bet365,911940,111970000,15.03,Tier2_Top15_08_05_Blask_iGamingNews.pdf
2026-05-08,Argentina,LATAM,Tier 2,4,BetWarrior,542860,71760000,8.63,Tier2_Top15_08_05_Blask_iGamingNews.pdf
2026-05-08,Argentina,LATAM,Tier 2,5,Bplay,384490,48170000,6.08,Tier2_Top15_08_05_Blask_iGamingNews.pdf
2026-05-08,Argentina,LATAM,Tier 2,6,Stake,268310,144830000,4.13,Tier2_Top15_08_05_Blask_iGamingNews.pdf
2026-05-08,Argentina,LATAM,Tier 2,7,Casino Magic Online,220950,29060000,3.33,Tier2_Top15_08_05_Blask_iGamingNews.pdf
2026-05-08,Argentina,LATAM,Tier 2,8,City Center Online,178140,24410000,2.58,Tier2_Top15_08_05_Blask_iGamingNews.pdf
2026-05-08,Argentina,LATAM,Tier 2,9,JugaBet,165690,72670000,2.54,Tier2_Top15_08_05_Blask_iGamingNews.pdf
2026-05-08,Argentina,LATAM,Tier 2,10,1xBet,172420,104510000,2.49,Tier2_Top15_08_05_Blask_iGamingNews.pdf
2026-05-08,Argentina,LATAM,Tier 2,11,1Bet,165480,86480000,2.45,Tier2_Top15_08_05_Blask_iGamingNews.pdf
2026-05-08,Argentina,LATAM,Tier 2,12,Casino Club Online,152460,19440000,2.19,Tier2_Top15_08_05_Blask_iGamingNews.pdf
2026-05-08,Argentina,LATAM,Tier 2,13,1win,150010,84940000,2.14,Tier2_Top15_08_05_Blask_iGamingNews.pdf
2026-05-08,Argentina,LATAM,Tier 2,14,Pálpitos,145750,90310000,2.07,Tier2_Top15_08_05_Blask_iGamingNews.pdf
2026-05-08,Argentina,LATAM,Tier 2,15,TucuApuestas,97010,7610000,1.32,Tier2_Top15_08_05_Blask_iGamingNews.pdf
2026-04-17,Argentina,LATAM,Tier 2,1,Betano,928410,87890000,16.37,Tier2_Top15_17_04_Blask_iGamingNews.pdf
2026-04-17,Argentina,LATAM,Tier 2,2,Betsson,952630,112000000,16.19,Tier2_Top15_17_04_Blask_iGamingNews.pdf
2026-04-17,Argentina,LATAM,Tier 2,3,Bet365,889710,109340000,15.11,Tier2_Top15_17_04_Blask_iGamingNews.pdf
2026-04-17,Argentina,LATAM,Tier 2,4,BetWarrior,541680,71540000,8.84,Tier2_Top15_17_04_Blask_iGamingNews.pdf
2026-04-17,Argentina,LATAM,Tier 2,5,Bplay,378900,47380000,6.16,Tier2_Top15_17_04_Blask_iGamingNews.pdf
2026-04-17,Argentina,LATAM,Tier 2,6,Stake,267870,141670000,4.27,Tier2_Top15_17_04_Blask_iGamingNews.pdf
2026-04-17,Argentina,LATAM,Tier 2,7,Casino Magic Online,220040,28880000,3.42,Tier2_Top15_17_04_Blask_iGamingNews.pdf
2026-04-17,Argentina,LATAM,Tier 2,8,City Center Online,182280,24610000,2.73,Tier2_Top15_17_04_Blask_iGamingNews.pdf
2026-04-17,Argentina,LATAM,Tier 2,9,1xBet,177660,104980000,2.67,Tier2_Top15_17_04_Blask_iGamingNews.pdf
2026-04-17,Argentina,LATAM,Tier 2,10,1Bet,163010,83490000,2.49,Tier2_Top15_17_04_Blask_iGamingNews.pdf
2026-04-17,Argentina,LATAM,Tier 2,11,JugaBet,153810,65430000,2.42,Tier2_Top15_17_04_Blask_iGamingNews.pdf
2026-04-17,Argentina,LATAM,Tier 2,12,Casino Club Online,152940,19240000,2.28,Tier2_Top15_17_04_Blask_iGamingNews.pdf
2026-04-17,Argentina,LATAM,Tier 2,13,1win,148430,83870000,2.18,Tier2_Top15_17_04_Blask_iGamingNews.pdf
2026-04-17,Argentina,LATAM,Tier 2,14,Pálpitos,145540,89810000,2.12,Tier2_Top15_17_04_Blask_iGamingNews.pdf
2026-04-17,Argentina,LATAM,Tier 2,15,GuazuBet,100260,13740000,1.35,Tier2_Top15_17_04_Blask_iGamingNews.pdf
2026-07-24,Argentina,LATAM,Tier 2,1,Betano,1410000,214840000,27.86,Tier2_Top15_24_07_Blask_iGamingNews.pdf
2026-07-24,Argentina,LATAM,Tier 2,2,Bet365,1010000,205330000,18.88,Tier2_Top15_24_07_Blask_iGamingNews.pdf
2026-07-24,Argentina,LATAM,Tier 2,3,Betsson,1220000,254040000,10.78,Tier2_Top15_24_07_Blask_iGamingNews.pdf
2026-07-24,Argentina,LATAM,Tier 2,4,BetWarrior,662510,150700000,5.78,Tier2_Top15_24_07_Blask_iGamingNews.pdf
2026-07-24,Argentina,LATAM,Tier 2,5,Bplay,554350,96230000,4.98,Tier2_Top15_24_07_Blask_iGamingNews.pdf
2026-07-24,Argentina,LATAM,Tier 2,6,1Bet,234090,74790000,2.89,Tier2_Top15_24_07_Blask_iGamingNews.pdf
2026-07-24,Argentina,LATAM,Tier 2,7,Stake,98760,18670000,2.55,Tier2_Top15_24_07_Blask_iGamingNews.pdf
2026-07-24,Argentina,LATAM,Tier 2,8,JugaBet,269550,59900000,2.34,Tier2_Top15_24_07_Blask_iGamingNews.pdf
2026-07-24,Argentina,LATAM,Tier 2,9,Pálpitos,189830,40560000,2.33,Tier2_Top15_24_07_Blask_iGamingNews.pdf
2026-07-24,Argentina,LATAM,Tier 2,10,1xBet,249730,77310000,2.19,Tier2_Top15_24_07_Blask_iGamingNews.pdf
2026-07-24,Argentina,LATAM,Tier 2,11,Casino Magic Online,328570,102750000,2.07,Tier2_Top15_24_07_Blask_iGamingNews.pdf
2026-07-24,Argentina,LATAM,Tier 2,12,Casino Club Online,126110,49920000,2.05,Tier2_Top15_24_07_Blask_iGamingNews.pdf
2026-07-24,Argentina,LATAM,Tier 2,13,1win,229510,61570000,1.79,Tier2_Top15_24_07_Blask_iGamingNews.pdf
2026-07-24,Argentina,LATAM,Tier 2,14,TucuApuestas,138090,24230000,1.65,Tier2_Top15_24_07_Blask_iGamingNews.pdf
2026-07-24,Argentina,LATAM,Tier 2,15,Ganamos,140020,38230000,1.01,Tier2_Top15_24_07_Blask_iGamingNews.pdf
2026-06-26,Argentina,LATAM,Tier 2,1,Betano,1600000,92050000,19.11,Tier2_Top15_26_06_Blask_iGamingNews.pdf
2026-06-26,Argentina,LATAM,Tier 2,2,Betsson,1400000,99280000,16.14,Tier2_Top15_26_06_Blask_iGamingNews.pdf
2026-06-26,Argentina,LATAM,Tier 2,3,Bet365,1290000,95470000,14.77,Tier2_Top15_26_06_Blask_iGamingNews.pdf
2026-06-26,Argentina,LATAM,Tier 2,4,BetWarrior,760580,57620000,8.46,Tier2_Top15_26_06_Blask_iGamingNews.pdf
2026-06-26,Argentina,LATAM,Tier 2,5,Bplay,547050,41010000,6.05,Tier2_Top15_26_06_Blask_iGamingNews.pdf
2026-06-26,Argentina,LATAM,Tier 2,6,Stake,372730,146900000,3.99,Tier2_Top15_26_06_Blask_iGamingNews.pdf
2026-06-26,Argentina,LATAM,Tier 2,7,Casino Magic Online,307220,24380000,3.23,Tier2_Top15_26_06_Blask_iGamingNews.pdf
2026-06-26,Argentina,LATAM,Tier 2,8,JugaBet,246150,79490000,2.64,Tier2_Top15_26_06_Blask_iGamingNews.pdf
2026-06-26,Argentina,LATAM,Tier 2,9,1Bet,237610,89630000,2.46,Tier2_Top15_26_06_Blask_iGamingNews.pdf
2026-06-26,Argentina,LATAM,Tier 2,10,City Center Online,242360,20180000,2.44,Tier2_Top15_26_06_Blask_iGamingNews.pdf
2026-06-26,Argentina,LATAM,Tier 2,11,1xBet,237760,104210000,2.39,Tier2_Top15_26_06_Blask_iGamingNews.pdf
2026-06-26,Argentina,LATAM,Tier 2,12,1win,212980,86130000,2.14,Tier2_Top15_26_06_Blask_iGamingNews.pdf
2026-06-26,Argentina,LATAM,Tier 2,13,Casino Club Online,212160,16370000,2.12,Tier2_Top15_26_06_Blask_iGamingNews.pdf
2026-06-26,Argentina,LATAM,Tier 2,14,Pálpitos,199810,90070000,1.97,Tier2_Top15_26_06_Blask_iGamingNews.pdf
2026-06-26,Argentina,LATAM,Tier 2,15,TucuApuestas,138450,8590000,1.31,Tier2_Top15_26_06_Blask_iGamingNews.pdf
2026-02-27,Argentina,LATAM,Tier 2,1,Betsson,899060,105550000,16.29,Tier2_Top15_27_02_Blask_iGamingNews.pdf
2026-02-27,Argentina,LATAM,Tier 2,2,Bet365,837640,104240000,15.16,Tier2_Top15_27_02_Blask_iGamingNews.pdf
2026-02-27,Argentina,LATAM,Tier 2,3,Betano,730060,69380000,13.68,Tier2_Top15_27_02_Blask_iGamingNews.pdf
2026-02-27,Argentina,LATAM,Tier 2,4,BetWarrior,546360,71280000,9.54,Tier2_Top15_27_02_Blask_iGamingNews.pdf
2026-02-27,Argentina,LATAM,Tier 2,5,Bplay,367990,45860000,6.37,Tier2_Top15_27_02_Blask_iGamingNews.pdf
2026-02-27,Argentina,LATAM,Tier 2,6,Stake,263650,132870000,4.53,Tier2_Top15_27_02_Blask_iGamingNews.pdf
2026-02-27,Argentina,LATAM,Tier 2,7,Casino Magic Online,218070,28510000,3.59,Tier2_Top15_27_02_Blask_iGamingNews.pdf
2026-02-27,Argentina,LATAM,Tier 2,8,City Center Online,186880,24730000,2.99,Tier2_Top15_27_02_Blask_iGamingNews.pdf
2026-02-27,Argentina,LATAM,Tier 2,9,1xBet,180850,103550000,2.94,Tier2_Top15_27_02_Blask_iGamingNews.pdf
2026-02-27,Argentina,LATAM,Tier 2,10,1Bet,157350,76480000,2.59,Tier2_Top15_27_02_Blask_iGamingNews.pdf
2026-02-27,Argentina,LATAM,Tier 2,11,Casino Club Online,150890,18640000,2.39,Tier2_Top15_27_02_Blask_iGamingNews.pdf
2026-02-27,Argentina,LATAM,Tier 2,12,Pálpitos,145370,88710000,2.26,Tier2_Top15_27_02_Blask_iGamingNews.pdf
2026-02-27,Argentina,LATAM,Tier 2,13,1win,144940,81820000,2.26,Tier2_Top15_27_02_Blask_iGamingNews.pdf
2026-02-27,Argentina,LATAM,Tier 2,14,JugaBet,127080,50530000,2.09,Tier2_Top15_27_02_Blask_iGamingNews.pdf
2026-02-27,Argentina,LATAM,Tier 2,15,GuazuBet,99600,13750000,1.41,Tier2_Top15_27_02_Blask_iGamingNews.pdf
2026-03-27,Argentina,LATAM,Tier 2,1,Betsson,928630,108830000,16.25,Tier2_Top15_27_03_Blask_iGamingNews.pdf
2026-03-27,Argentina,LATAM,Tier 2,2,Bet365,869550,106890000,15.22,Tier2_Top15_27_03_Blask_iGamingNews.pdf
2026-03-27,Argentina,LATAM,Tier 2,3,Betano,826220,78170000,14.97,Tier2_Top15_27_03_Blask_iGamingNews.pdf
2026-03-27,Argentina,LATAM,Tier 2,4,BetWarrior,544800,71460000,9.16,Tier2_Top15_27_03_Blask_iGamingNews.pdf
2026-03-27,Argentina,LATAM,Tier 2,5,Bplay,373920,46630000,6.25,Tier2_Top15_27_03_Blask_iGamingNews.pdf
2026-03-27,Argentina,LATAM,Tier 2,6,Stake,266490,137730000,4.39,Tier2_Top15_27_03_Blask_iGamingNews.pdf
2026-03-27,Argentina,LATAM,Tier 2,7,Casino Magic Online,220260,28730000,3.52,Tier2_Top15_27_03_Blask_iGamingNews.pdf
2026-03-27,Argentina,LATAM,Tier 2,8,City Center Online,185930,24740000,2.87,Tier2_Top15_27_03_Blask_iGamingNews.pdf
2026-03-27,Argentina,LATAM,Tier 2,9,1xBet,180050,104540000,2.8,Tier2_Top15_27_03_Blask_iGamingNews.pdf
2026-03-27,Argentina,LATAM,Tier 2,10,1Bet,160840,80270000,2.54,Tier2_Top15_27_03_Blask_iGamingNews.pdf
2026-03-27,Argentina,LATAM,Tier 2,11,Casino Club Online,152990,18990000,2.35,Tier2_Top15_27_03_Blask_iGamingNews.pdf
2026-03-27,Argentina,LATAM,Tier 2,12,JugaBet,140930,58030000,2.27,Tier2_Top15_27_03_Blask_iGamingNews.pdf
2026-03-27,Argentina,LATAM,Tier 2,13,1win,146070,82710000,2.19,Tier2_Top15_27_03_Blask_iGamingNews.pdf
2026-03-27,Argentina,LATAM,Tier 2,14,Pálpitos,145550,89300000,2.18,Tier2_Top15_27_03_Blask_iGamingNews.pdf
2026-03-27,Argentina,LATAM,Tier 2,15,GuazuBet,99730,13730000,1.37,Tier2_Top15_27_03_Blask_iGamingNews.pdf
2026-08-28,Argentina,LATAM,Tier 2,1,Betano,1550000,240280000,24.89,Tier2_Top15_28_08_Blask_iGamingNews.pdf
2026-08-28,Argentina,LATAM,Tier 2,2,Betsson,1220000,260100000,17.46,Tier2_Top15_28_08_Blask_iGamingNews.pdf
2026-08-28,Argentina,LATAM,Tier 2,3,Bet365,1020000,208780000,14.72,Tier2_Top15_28_08_Blask_iGamingNews.pdf
2026-08-28,Argentina,LATAM,Tier 2,4,BetWarrior,662550,152660000,8.65,Tier2_Top15_28_08_Blask_iGamingNews.pdf
2026-08-28,Argentina,LATAM,Tier 2,5,Bplay,553730,97290000,6.61,Tier2_Top15_28_08_Blask_iGamingNews.pdf
2026-08-28,Argentina,LATAM,Tier 2,6,Casino Magic Online,324150,102510000,2.99,Tier2_Top15_28_08_Blask_iGamingNews.pdf
2026-08-28,Argentina,LATAM,Tier 2,7,JugaBet,280110,64090000,2.89,Tier2_Top15_28_08_Blask_iGamingNews.pdf
2026-08-28,Argentina,LATAM,Tier 2,8,1win,233090,62970000,2.25,Tier2_Top15_28_08_Blask_iGamingNews.pdf
2026-08-28,Argentina,LATAM,Tier 2,9,1xBet,239310,76150000,2.23,Tier2_Top15_28_08_Blask_iGamingNews.pdf
2026-08-28,Argentina,LATAM,Tier 2,10,1Bet,222050,72680000,2.06,Tier2_Top15_28_08_Blask_iGamingNews.pdf
2026-08-28,Argentina,LATAM,Tier 2,11,Pálpitos,193050,41110000,1.78,Tier2_Top15_28_08_Blask_iGamingNews.pdf
2026-08-28,Argentina,LATAM,Tier 2,12,Ganamos,145020,39050000,1.34,Tier2_Top15_28_08_Blask_iGamingNews.pdf
2026-08-28,Argentina,LATAM,Tier 2,13,GuazuBet,138230,5650000,1.28,Tier2_Top15_28_08_Blask_iGamingNews.pdf
2026-08-28,Argentina,LATAM,Tier 2,14,TucuApuestas,137430,24960000,1.27,Tier2_Top15_28_08_Blask_iGamingNews.pdf
2026-08-28,Argentina,LATAM,Tier 2,15,Stake,94040,18360000,1.13,Tier2_Top15_28_08_Blask_iGamingNews.pdf
2026-05-29,Argentina,LATAM,Tier 2,1,Betano,1040000,98590000,17.81,Tier2_Top15_29_05_Blask_iGamingNews.pdf
2026-05-29,Argentina,LATAM,Tier 2,2,Betsson,979080,115310000,16.15,Tier2_Top15_29_05_Blask_iGamingNews.pdf
2026-05-29,Argentina,LATAM,Tier 2,3,Bet365,911940,111970000,15.03,Tier2_Top15_29_05_Blask_iGamingNews.pdf
2026-05-29,Argentina,LATAM,Tier 2,4,BetWarrior,542860,71760000,8.63,Tier2_Top15_29_05_Blask_iGamingNews.pdf
2026-05-29,Argentina,LATAM,Tier 2,5,Bplay,384490,48170000,6.08,Tier2_Top15_29_05_Blask_iGamingNews.pdf
2026-05-29,Argentina,LATAM,Tier 2,6,Stake,268310,144830000,4.13,Tier2_Top15_29_05_Blask_iGamingNews.pdf
2026-05-29,Argentina,LATAM,Tier 2,7,Casino Magic Online,220950,29060000,3.33,Tier2_Top15_29_05_Blask_iGamingNews.pdf
2026-05-29,Argentina,LATAM,Tier 2,8,City Center Online,178140,24410000,2.58,Tier2_Top15_29_05_Blask_iGamingNews.pdf
2026-05-29,Argentina,LATAM,Tier 2,9,JugaBet,165690,72670000,2.54,Tier2_Top15_29_05_Blask_iGamingNews.pdf
2026-05-29,Argentina,LATAM,Tier 2,10,1xBet,172420,104510000,2.49,Tier2_Top15_29_05_Blask_iGamingNews.pdf
2026-05-29,Argentina,LATAM,Tier 2,11,1Bet,165480,86480000,2.45,Tier2_Top15_29_05_Blask_iGamingNews.pdf
2026-05-29,Argentina,LATAM,Tier 2,12,Casino Club Online,152460,19440000,2.19,Tier2_Top15_29_05_Blask_iGamingNews.pdf
2026-05-29,Argentina,LATAM,Tier 2,13,1win,150010,84940000,2.14,Tier2_Top15_29_05_Blask_iGamingNews.pdf
2026-05-29,Argentina,LATAM,Tier 2,14,Pálpitos,145750,90310000,2.07,Tier2_Top15_29_05_Blask_iGamingNews.pdf
2026-05-29,Argentina,LATAM,Tier 2,15,TucuApuestas,97010,7610000,1.32,Tier2_Top15_29_05_Blask_iGamingNews.pdf
2026-03-07,Uganda,WEST AFRICA,Tier 3,1,betPawa,5390000,78770000,68.27,Tier3_Top15_07_03(2)_Blask_iGamingNews.pdf
2026-03-07,Uganda,WEST AFRICA,Tier 3,2,Fortebet,1710000,25940000,21.25,Tier3_Top15_07_03(2)_Blask_iGamingNews.pdf
2026-03-07,Uganda,WEST AFRICA,Tier 3,3,Betika,310170,3370000,3.75,Tier3_Top15_07_03(2)_Blask_iGamingNews.pdf
2026-03-07,Uganda,WEST AFRICA,Tier 3,4,AbaBet,215090,4010000,2.45,Tier3_Top15_07_03(2)_Blask_iGamingNews.pdf
2026-03-07,Uganda,WEST AFRICA,Tier 3,5,BongoBongo,99060,1610000,0.98,Tier3_Top15_07_03(2)_Blask_iGamingNews.pdf
2026-03-07,Uganda,WEST AFRICA,Tier 3,6,Gal Sport Betting,80630,1220000,0.76,Tier3_Top15_07_03(2)_Blask_iGamingNews.pdf
2026-03-07,Uganda,WEST AFRICA,Tier 3,7,Champion Bet,74340,1030000,0.69,Tier3_Top15_07_03(2)_Blask_iGamingNews.pdf
2026-03-07,Uganda,WEST AFRICA,Tier 3,8,World Sport Betting,43200,692220,0.29,Tier3_Top15_07_03(2)_Blask_iGamingNews.pdf
2026-03-07,Uganda,WEST AFRICA,Tier 3,9,Kagwirawo,39030,528920,0.28,Tier3_Top15_07_03(2)_Blask_iGamingNews.pdf
2026-03-07,Uganda,WEST AFRICA,Tier 3,10,22bet,36990,526610,0.24,Tier3_Top15_07_03(2)_Blask_iGamingNews.pdf
2026-03-07,Uganda,WEST AFRICA,Tier 3,11,SemaBet,28310,492360,0.19,Tier3_Top15_07_03(2)_Blask_iGamingNews.pdf
2026-03-07,Uganda,WEST AFRICA,Tier 3,12,1xBet,28590,429390,0.19,Tier3_Top15_07_03(2)_Blask_iGamingNews.pdf
2026-03-07,Uganda,WEST AFRICA,Tier 3,13,Premier Bet,18950,283520,0.12,Tier3_Top15_07_03(2)_Blask_iGamingNews.pdf
2026-03-07,Uganda,WEST AFRICA,Tier 3,14,SportyBet,18030,477260,0.12,Tier3_Top15_07_03(2)_Blask_iGamingNews.pdf
2026-03-07,Uganda,WEST AFRICA,Tier 3,15,SlotsUG,9930,143600,0.07,Tier3_Top15_07_03(2)_Blask_iGamingNews.pdf
2026-03-07,Colombia,LATAM,Tier 3,1,BetPlay,2710000,133010000,58.15,Tier3_Top15_07_03(2)_Blask_iGamingNews.pdf
2026-03-07,Colombia,LATAM,Tier 3,2,Rushbet,848690,74690000,18.31,Tier3_Top15_07_03(2)_Blask_iGamingNews.pdf
2026-03-07,Colombia,LATAM,Tier 3,3,Wplay,578780,67140000,12.19,Tier3_Top15_07_03(2)_Blask_iGamingNews.pdf
2026-03-07,Colombia,LATAM,Tier 3,4,YaJuego,127500,40680000,2.33,Tier3_Top15_07_03(2)_Blask_iGamingNews.pdf
2026-03-07,Colombia,LATAM,Tier 3,5,Betsson,90510,32490000,1.52,Tier3_Top15_07_03(2)_Blask_iGamingNews.pdf
2026-03-07,Colombia,LATAM,Tier 3,6,Stake,73680,23200000,1.15,Tier3_Top15_07_03(2)_Blask_iGamingNews.pdf
2026-03-07,Colombia,LATAM,Tier 3,7,Betano,61310,11640000,0.95,Tier3_Top15_07_03(2)_Blask_iGamingNews.pdf
2026-03-07,Colombia,LATAM,Tier 3,8,bwin,62220,15120000,0.91,Tier3_Top15_07_03(2)_Blask_iGamingNews.pdf
2026-03-07,Colombia,LATAM,Tier 3,9,Sportium,62210,33900000,0.88,Tier3_Top15_07_03(2)_Blask_iGamingNews.pdf
2026-03-07,Colombia,LATAM,Tier 3,10,Luckia,60310,12610000,0.84,Tier3_Top15_07_03(2)_Blask_iGamingNews.pdf
2026-03-07,Colombia,LATAM,Tier 3,11,Codere,55520,17540000,0.75,Tier3_Top15_07_03(2)_Blask_iGamingNews.pdf
2026-03-07,Colombia,LATAM,Tier 3,12,1win,52500,2720000,0.71,Tier3_Top15_07_03(2)_Blask_iGamingNews.pdf
2026-03-07,Colombia,LATAM,Tier 3,13,Rivalo,27550,6720000,0.33,Tier3_Top15_07_03(2)_Blask_iGamingNews.pdf
2026-03-07,Colombia,LATAM,Tier 3,14,1xBet,24970,1400000,0.29,Tier3_Top15_07_03(2)_Blask_iGamingNews.pdf
2026-03-07,Colombia,LATAM,Tier 3,15,Zamba,21580,6030000,0.26,Tier3_Top15_07_03(2)_Blask_iGamingNews.pdf
2026-03-07,Ghana,WEST AFRICA,Tier 3,1,SportyBet,1630000,20230000,51.43,Tier3_Top15_07_03(2)_Blask_iGamingNews.pdf
2026-03-07,Ghana,WEST AFRICA,Tier 3,2,Betway,757830,12610000,23.51,Tier3_Top15_07_03(2)_Blask_iGamingNews.pdf
2026-03-07,Ghana,WEST AFRICA,Tier 3,3,betPawa,189180,3170000,5.32,Tier3_Top15_07_03(2)_Blask_iGamingNews.pdf
2026-03-07,Ghana,WEST AFRICA,Tier 3,4,MSport,176940,2260000,5.0,Tier3_Top15_07_03(2)_Blask_iGamingNews.pdf
2026-03-07,Ghana,WEST AFRICA,Tier 3,5,SoccaBet,141960,2340000,3.86,Tier3_Top15_07_03(2)_Blask_iGamingNews.pdf
2026-03-07,Ghana,WEST AFRICA,Tier 3,6,LuckyWin,113790,1220000,2.97,Tier3_Top15_07_03(2)_Blask_iGamingNews.pdf
2026-03-07,Ghana,WEST AFRICA,Tier 3,7,Football.com,77690,707750,1.91,Tier3_Top15_07_03(2)_Blask_iGamingNews.pdf
2026-03-07,Ghana,WEST AFRICA,Tier 3,8,Bangbet,43640,515100,0.84,Tier3_Top15_07_03(2)_Blask_iGamingNews.pdf
2026-03-07,Ghana,WEST AFRICA,Tier 3,9,1xBet,34860,526140,0.65,Tier3_Top15_07_03(2)_Blask_iGamingNews.pdf
2026-03-07,Ghana,WEST AFRICA,Tier 3,10,1win,33800,354430,0.63,Tier3_Top15_07_03(2)_Blask_iGamingNews.pdf
2026-03-07,Ghana,WEST AFRICA,Tier 3,11,PrideSpins,32240,280610,0.6,Tier3_Top15_07_03(2)_Blask_iGamingNews.pdf
2026-03-07,Ghana,WEST AFRICA,Tier 3,12,iLOT Bet,28200,263870,0.53,Tier3_Top15_07_03(2)_Blask_iGamingNews.pdf
2026-03-07,Ghana,WEST AFRICA,Tier 3,13,Betika,26900,318840,0.5,Tier3_Top15_07_03(2)_Blask_iGamingNews.pdf
2026-03-07,Ghana,WEST AFRICA,Tier 3,14,BetFox,19840,244540,0.37,Tier3_Top15_07_03(2)_Blask_iGamingNews.pdf
2026-03-07,Ghana,WEST AFRICA,Tier 3,15,WinwinGame,15060,142070,0.28,Tier3_Top15_07_03(2)_Blask_iGamingNews.pdf
2026-03-07,India,INDIA,Tier 3,1,Stake,1870000,550190000,10.67,Tier3_Top15_07_03_Blask_iGamingNews.pdf
2026-03-07,India,INDIA,Tier 3,2,4RABET,1830000,449660000,10.53,Tier3_Top15_07_03_Blask_iGamingNews.pdf
2026-03-07,India,INDIA,Tier 3,3,Dafabet,1540000,471300000,8.83,Tier3_Top15_07_03_Blask_iGamingNews.pdf
2026-03-07,India,INDIA,Tier 3,4,Winmatch,1530000,374490000,8.73,Tier3_Top15_07_03_Blask_iGamingNews.pdf
2026-03-07,India,INDIA,Tier 3,5,Parimatch,1320000,369960000,7.56,Tier3_Top15_07_03_Blask_iGamingNews.pdf
2026-03-07,India,INDIA,Tier 3,6,Khelo24bet,1040000,274190000,5.85,Tier3_Top15_07_03_Blask_iGamingNews.pdf
2026-03-07,India,INDIA,Tier 3,7,Skyexch,727980,146560000,4.17,Tier3_Top15_07_03_Blask_iGamingNews.pdf
2026-03-07,India,INDIA,Tier 3,8,1Bet,714130,176840000,4.04,Tier3_Top15_07_03_Blask_iGamingNews.pdf
2026-03-07,India,INDIA,Tier 3,9,1xBet,680080,185510000,3.82,Tier3_Top15_07_03_Blask_iGamingNews.pdf
2026-03-07,India,INDIA,Tier 3,10,BC.Game,431670,122120000,2.36,Tier3_Top15_07_03_Blask_iGamingNews.pdf
2026-03-07,India,INDIA,Tier 3,11,Winexch,341000,77720000,1.86,Tier3_Top15_07_03_Blask_iGamingNews.pdf
2026-03-07,India,INDIA,Tier 3,12,IPLwin,337600,87770000,1.84,Tier3_Top15_07_03_Blask_iGamingNews.pdf
2026-03-07,India,INDIA,Tier 3,13,Batery,333480,88930000,1.81,Tier3_Top15_07_03_Blask_iGamingNews.pdf
2026-03-07,India,INDIA,Tier 3,14,1win,324420,83500000,1.76,Tier3_Top15_07_03_Blask_iGamingNews.pdf
2026-03-07,India,INDIA,Tier 3,15,Play In Exchange,300970,68730000,1.63,Tier3_Top15_07_03_Blask_iGamingNews.pdf
2026-03-07,Mexico,LATAM,Tier 3,1,Caliente,906120,360180000,30.85,Tier3_Top15_07_03_Blask_iGamingNews.pdf
2026-03-07,Mexico,LATAM,Tier 3,2,BetMexico,319810,111480000,10.36,Tier3_Top15_07_03_Blask_iGamingNews.pdf
